Date,Gains,Multi Day Gains,SMA Gains,Stoch RSI,Single Day Volume,Buy,Stoch Avg,SMA Gains Avg,Buys Avg
6/1/2009,0.02,0.04,0.02,0.8,0.07,-1,0.27,0.01,-0.167
6/2/2009,0,0.03,0.01,1,-0.16,0,0.43,0.01,0.167
6/3/2009,-0.01,-0.01,0,1,0.02,1,0.6,0.01,-0.167
6/4/2009,0.01,0,0,0.7,-0.11,-1,0.65,0.01,-0.167
6/5/2009,0,0.01,0,0.8,0.35,0,0.77,0.01,0
6/8/2009,0,0,0,0.8,-0.16,1,0.85,0.01,0
6/9/2009,0.01,0,0,0.7,-0.06,-1,0.83,0,0
6/10/2009,0,0,0,0.8,0.32,0,0.8,0,-0.167
6/11/2009,0,0,0,0.7,-0.07,0,0.75,0,0
6/12/2009,0,0.01,0,0.8,-0.33,0,0.77,0,0
6/15/2009,-0.02,-0.02,-0.01,0.9,0.22,0,0.78,0,-0.167
6/16/2009,-0.01,-0.04,-0.01,0,0.01,0,0.65,0,0.167
6/17/2009,0,-0.01,-0.01,0,-0.02,1,0.53,-0.01,0
6/18/2009,0.01,0.01,0,0,-0.05,-1,0.4,-0.01,0
6/19/2009,0,0.01,0,0.2,0.02,0,0.32,-0.01,0
6/22/2009,-0.03,-0.03,-0.01,0.1,0.17,0,0.2,-0.01,0.167
6/23/2009,0,-0.03,-0.01,0,-0.25,1,0.05,-0.01,0.167
6/24/2009,0.01,0.01,-0.01,0,0.12,0,0.05,-0.01,-0.167
6/25/2009,0.02,0.03,0.01,0.2,0.32,-1,0.08,0,0
6/26/2009,0,0.02,0.01,0.5,-0.4,0,0.17,0,0
6/29/2009,0.01,0.01,0.01,0.5,0.01,0,0.22,0,0
6/30/2009,-0.01,0,0,0.6,0.36,0,0.3,0,-0.167
7/1/2009,0,0,0,0.5,-0.24,0,0.38,0,-0.167
7/2/2009,-0.03,-0.02,-0.01,0.5,0.23,0,0.47,0,0
7/6/2009,0,-0.03,-0.01,0.2,-0.18,0,0.47,0,0
7/7/2009,-0.02,-0.02,-0.02,0.2,0.13,0,0.42,-0.01,0
7/8/2009,0,-0.02,-0.01,0,0.26,0,0.33,-0.01,0
7/9/2009,0,0,-0.01,0,-0.34,0,0.23,-0.01,0.167
7/10/2009,0,0,0,0.1,0.06,1,0.17,-0.01,0.167
7/13/2009,0.02,0.02,0.01,0,0.25,0,0.08,-0.01,0.167
7/14/2009,0.01,0.03,0.01,0.6,-0.17,0,0.15,0,0
7/15/2009,0.03,0.04,0.02,0.8,0.22,-1,0.25,0,0
7/16/2009,0,0.03,0.01,1,0.05,0,0.42,0.01,0
7/17/2009,0.01,0.01,0.01,1,-0.4,0,0.58,0.01,-0.167
7/20/2009,0.01,0.02,0.01,1,0.18,0,0.73,0.01,-0.167
7/21/2009,0,0.02,0.01,1,0.33,0,0.9,0.01,-0.167
7/22/2009,0,0,0,1,-0.1,0,0.97,0.01,0
7/23/2009,0.02,0.02,0.01,1,0.32,0,1,0.01,0
7/24/2009,0,0.03,0.01,1,-0.4,0,1,0.01,0
7/27/2009,0,0.01,0.01,1,0.03,0,1,0.01,0
7/28/2009,0,0,0,1,0.17,0,1,0.01,0.167
7/29/2009,0,-0.01,0,0.9,0.04,1,0.98,0.01,0.167
7/30/2009,0.01,0.01,0,0.9,0.16,0,0.97,0.01,0.167
7/31/2009,0,0.01,0,0.9,-0.08,0,0.95,0,0.167
8/3/2009,0.02,0.02,0.01,1,-0.15,0,0.95,0,0
8/4/2009,0,0.02,0.01,1,0.01,-1,0.95,0,0
8/5/2009,0,0,0.01,1,0.05,0,0.95,0.01,0
8/6/2009,-0.01,-0.01,0,0.9,0.05,1,0.95,0.01,-0.167
8/7/2009,0.01,0.01,0,0.5,0.14,-1,0.88,0.01,-0.167
8/10/2009,0,0.01,0,0.8,-0.41,0,0.87,0.01,0
8/11/2009,-0.01,-0.01,0,0.6,0.2,1,0.8,0,0.167
8/12/2009,0.01,0,0,0,0.39,0,0.63,0,0
8/13/2009,0.01,0.02,0,0.3,-0.19,-1,0.52,0,-0.167
8/14/2009,-0.01,0,0,0.5,0.13,0,0.45,0,0.167
8/17/2009,-0.02,-0.03,-0.01,0.1,0.19,1,0.38,0,0.167
8/18/2009,0.01,-0.02,-0.01,0,-0.27,0,0.25,0,0
8/19/2009,0.01,0.02,0,0.1,0.11,0,0.17,0,0
8/20/2009,0.01,0.02,0.01,0.3,-0.1,0,0.22,0,0
8/21/2009,0.02,0.03,0.01,0.4,0.29,-1,0.23,0,0
8/24/2009,0,0.02,0.01,0.6,-0.15,0,0.25,0,-0.167
8/25/2009,0,0,0.01,0.7,0.13,0,0.35,0.01,0
8/26/2009,0,0,0,0.7,-0.1,1,0.47,0.01,0
8/27/2009,0,0,0,0.7,0.01,0,0.57,0.01,-0.167
8/28/2009,0,0,0,0.8,-0.25,-1,0.65,0.01,0
8/31/2009,-0.01,-0.01,0,0.9,0.2,0,0.73,0,0
9/1/2009,-0.02,-0.03,-0.01,0.6,0.82,0,0.73,0,0.167
9/2/2009,0,-0.03,-0.01,0,-0.47,1,0.62,0,0
9/3/2009,0.01,0,0,0,-0.16,0,0.5,0,0
9/4/2009,0.01,0.02,0.01,0.2,-0.01,0,0.42,0,0.167
9/8/2009,0.01,0.02,0.01,0.5,-0.07,0,0.37,0,0.167
9/9/2009,0.01,0.02,0.01,0.6,0.16,0,0.32,0,0
9/10/2009,0.01,0.02,0.01,0.8,0.05,-1,0.35,0.01,-0.167
9/11/2009,0,0.01,0.01,0.9,-0.06,0,0.5,0.01,-0.167
9/14/2009,0,0,0,0.9,-0.02,0,0.65,0.01,-0.167
9/15/2009,0,0.01,0,1,0.32,0,0.78,0.01,-0.167
9/16/2009,0.02,0.02,0.01,1,0.05,0,0.87,0.01,-0.167
9/17/2009,0,0.01,0.01,1,0.11,0,0.93,0.01,0
9/18/2009,0,0,0.01,1,-0.33,0,0.97,0.01,0
9/21/2009,0,0,0,0.8,-0.01,0,0.95,0.01,0
9/22/2009,0.01,0,0,0.8,-0.06,0,0.93,0.01,0
9/23/2009,-0.01,0,0,0.8,0.58,0,0.9,0.01,0
9/24/2009,-0.01,-0.02,0,0.5,0.01,0,0.82,0,0.167
9/25/2009,-0.01,-0.02,-0.01,0,-0.11,1,0.65,0,0
9/28/2009,0.02,0.01,0,0,-0.42,-1,0.48,0,0
9/29/2009,0,0.01,0,0.4,0.13,0,0.42,0,0
9/30/2009,0,-0.01,0.01,0.3,0.9,0,0.33,0,0
10/1/2009,-0.02,-0.03,-0.01,0.2,0.11,0,0.23,0,0.167
10/2/2009,0,-0.03,-0.01,0,-0.2,1,0.15,0,0
10/5/2009,0.01,0.01,0,0,-0.33,0,0.15,0,0.167
10/6/2009,0.01,0.03,0.01,0.2,0.35,0,0.18,0,0.167
10/7/2009,0,0.02,0.01,0.4,-0.21,0,0.18,0,0.167
10/8/2009,0.01,0.01,0.01,0.5,0.15,0,0.22,0,0.167
10/9/2009,0.01,0.01,0.01,0.6,-0.26,0,0.28,0.01,-0.167
10/12/2009,0,0.01,0.01,0.7,-0.13,-1,0.4,0.01,0
10/13/2009,0,0,0,1,0.34,1,0.57,0.01,0
10/14/2009,0.02,0.02,0.01,0.9,0.21,0,0.68,0.01,-0.167
10/15/2009,0,0.02,0.01,1,-0.09,-1,0.78,0.01,0
10/16/2009,-0.01,0,0,1,0.1,1,0.87,0.01,-0.167
10/19/2009,0.01,0,0,0.8,-0.17,-1,0.9,0.01,0
10/20/2009,-0.01,0,0,0.9,0.13,0,0.93,0,0
10/21/2009,-0.01,-0.01,0,0.8,0.25,1,0.9,0,-0.167
10/22/2009,0.01,0,0,0.6,0.06,-1,0.85,0,0
10/23/2009,-0.01,0,0,0.6,0.01,0,0.78,0,-0.167
10/26/2009,-0.01,-0.02,0,0,0.01,0,0.62,0,0
10/27/2009,0,-0.02,-0.01,0,0.05,0,0.48,0,0.167
10/28/2009,-0.02,-0.02,-0.01,0,-0.02,1,0.33,0,-0.167
10/29/2009,0.02,0,0,0,-0.2,-1,0.2,0,0.167
10/30/2009,-0.03,-0.01,-0.01,0.3,0.64,1,0.15,-0.01,0.167
11/2/2009,0.01,-0.02,0,0,-0.22,0,0.05,-0.01,0.167
11/3/2009,0,0.01,-0.01,0.1,-0.1,0,0.07,-0.01,0.167
11/4/2009,0,0.01,0,0.1,0.09,0,0.08,-0.01,0
11/5/2009,0.02,0.02,0.01,0.2,-0.27,0,0.12,0,0.167
11/6/2009,0,0.02,0.01,0.5,-0.05,0,0.2,0,-0.167
11/9/2009,0.02,0.03,0.01,0.6,-0.07,-1,0.25,0,-0.167
11/10/2009,0,0.02,0.01,0.9,0.08,0,0.4,0.01,-0.167
11/11/2009,0.01,0.01,0.01,0.9,-0.01,0,0.53,0.01,-0.167
11/12/2009,-0.01,-0.01,0,1,-0.07,0,0.68,0.01,-0.167
11/13/2009,0.01,0,0,0.8,-0.04,0,0.78,0.01,-0.167
11/16/2009,0.01,0.02,0,0.9,0.4,0,0.85,0.01,0
11/17/2009,0,0.02,0.01,1,-0.3,0,0.92,0.01,0
11/18/2009,0,0,0,1,0.06,0,0.93,0,0
11/19/2009,-0.01,-0.01,0,1,0.33,0,0.95,0,0.167
11/20/2009,0,-0.02,0,0.6,-0.36,1,0.88,0,0.167
11/23/2009,0.01,0.01,0,0.5,0.1,0,0.83,0,0.167
11/24/2009,0,0.01,0,0.8,-0.06,0,0.82,0,0
11/25/2009,0,0.01,0,0.7,-0.21,-1,0.77,0,0.167
11/27/2009,-0.02,-0.01,-0.01,0.8,0.15,1,0.73,0,0.167
11/30/2009,0,-0.01,-0.01,0,0.28,0,0.57,0,-0.167
12/1/2009,0.01,0.02,0,0.1,-0.01,-1,0.48,0,-0.167
12/2/2009,0,0.01,0,0.6,-0.17,0,0.5,0,0
12/3/2009,-0.01,-0.01,0,0.5,0.26,1,0.45,0,0
12/4/2009,0.01,0,0,0.2,0.64,-1,0.37,0,-0.167
12/7/2009,0,0,0,0.4,-0.53,0,0.3,0,0
12/8/2009,-0.01,-0.01,0,0.3,0.33,1,0.35,0,0.167
12/9/2009,0,-0.01,0,0,-0.09,0,0.33,0,0.167
12/10/2009,0.01,0.01,0,0.2,-0.11,0,0.27,0,0
12/11/2009,0,0.01,0,0.4,-0.1,0,0.25,0,0
12/14/2009,0.01,0.01,0.01,0.6,-0.14,-1,0.32,0,0
12/15/2009,0,0,0,0.9,0.12,0,0.4,0,-0.167
12/16/2009,0,0,0,0.6,0.29,0,0.45,0,-0.167
12/17/2009,-0.01,-0.01,0,0.8,0.18,0,0.58,0,0
12/18/2009,0.01,-0.01,0,0,-0.05,1,0.55,0,0
12/21/2009,0.01,0.02,0,0,-0.32,0,0.48,0,0.167
12/22/2009,0,0.01,0.01,0.6,-0.22,0,0.48,0,0.167
12/23/2009,0,0.01,0,0.8,0.22,0,0.47,0,0.167
12/24/2009,0,0.01,0,0.9,-0.65,0,0.52,0,0
12/28/2009,0,0.01,0,1,1.21,-1,0.55,0,-0.167
12/29/2009,0,0,0,1,-0.08,0,0.72,0,-0.167
12/30/2009,0,0,0,0.9,-0.09,0,0.87,0,0
12/31/2009,-0.01,-0.01,0,0.9,0.24,1,0.92,0,0
1/4/2010,0.02,0.01,0,0.2,0.31,0,0.82,0,0
1/5/2010,0,0.02,0,1,-0.06,0,0.83,0,0.167
1/6/2010,0,0,0.01,1,0.04,0,0.83,0,0.167
1/7/2010,0,0,0,1,0.13,0,0.83,0,0.167
1/8/2010,0,0.01,0,1,-0.04,0,0.85,0,-0.167
1/11/2010,0,0,0,1,-0.16,-1,0.87,0,0
1/12/2010,-0.01,-0.01,0,1,0.54,1,1,0,0
1/13/2010,0.01,0,0,0.4,-0.01,0,0.9,0,-0.167
1/14/2010,0,0.01,0,0.7,-0.28,-1,0.85,0,0
1/15/2010,-0.01,-0.01,0,0.8,0.83,1,0.82,0,-0.167
1/19/2010,0.01,0,0,0.2,-0.34,-1,0.68,0,0
1/20/2010,-0.01,0,0,0.6,0.56,0,0.62,0,-0.167
1/21/2010,-0.02,-0.03,-0.01,0.2,0.59,0,0.48,0,0
1/22/2010,-0.02,-0.04,-0.02,0,0,1,0.42,-0.01,0.167
1/25/2010,0.01,-0.02,-0.01,0,-0.46,0,0.3,-0.01,0
1/26/2010,0,0,0,0.1,0.13,0,0.18,-0.01,0
1/27/2010,0,0,0,0,0.29,-1,0.15,-0.01,0
1/28/2010,-0.01,-0.01,0,0.1,0.16,0,0.07,-0.01,0.167
1/29/2010,-0.01,-0.02,-0.01,0,-0.02,1,0.03,-0.01,0
2/1/2010,0.02,0,0,0,-0.4,0,0.03,0,-0.167
2/2/2010,0.01,0.03,0.01,0.3,0.15,-1,0.08,0,-0.167
2/3/2010,0,0.01,0.01,0.4,-0.2,0,0.13,0,0
2/4/2010,-0.03,-0.04,-0.01,0.4,1.07,0,0.2,0,0
2/5/2010,0,-0.03,-0.01,0.1,0.38,0,0.2,0,0
2/8/2010,-0.01,-0.01,-0.01,0.1,-0.55,1,0.22,0,0
2/9/2010,0.01,0.01,0,0.1,0.51,0,0.23,0,0
2/10/2010,0,0.01,0,0.5,-0.29,-1,0.27,0,0
2/11/2010,0.01,0.01,0.01,0.5,-0.07,0,0.28,0,0
2/12/2010,0,0.01,0,0.8,0.36,0,0.35,0,0
2/16/2010,0.02,0.01,0.01,0.8,-0.48,0,0.47,0,-0.167
2/17/2010,0,0.02,0.01,1,0.06,0,0.62,0.01,-0.167
2/18/2010,0.01,0.01,0.01,1,0.15,0,0.77,0.01,0
2/19/2010,0,0.01,0,1,0.15,0,0.85,0.01,0
2/22/2010,0,0,0,1,-0.41,0,0.93,0.01,0.167
2/23/2010,-0.01,-0.01,0,1,0.57,1,0.97,0.01,0.167
2/24/2010,0.01,0,0,0.7,-0.15,0,0.95,0,0.167
2/25/2010,0,0.01,0,0.9,0.47,0,0.93,0,0.167
2/26/2010,0,0,0,0.9,-0.33,0,0.92,0,0
3/1/2010,0.01,0.01,0,0.9,-0.15,-1,0.9,0,0
3/2/2010,0,0.01,0,1,0.09,0,0.9,0,-0.167
3/3/2010,0,0,0,1,-0.06,0,0.9,0,-0.167
3/4/2010,0,0,0,1,-0.1,0,0.95,0,-0.167
3/5/2010,0.01,0.02,0,1,0.3,0,0.97,0,-0.167
3/8/2010,0,0.01,0,1,-0.35,0,0.98,0,0
3/9/2010,0,0,0,1,0.35,0,1,0,0
3/10/2010,0,0.01,0,1,0.2,0,1,0,0
3/11/2010,0,0.01,0,1,-0.14,0,1,0,0
3/12/2010,0,0,0,1,0.01,0,1,0,0
3/15/2010,0,0,0,1,-0.09,0,1,0,0
3/16/2010,0.01,0.01,0,1,0.15,0,1,0,0
3/17/2010,0.01,0.01,0.01,1,0.05,0,1,0,0
3/18/2010,0,0.01,0.01,1,0.11,0,1,0,0.167
3/19/2010,-0.01,-0.01,0,1,0.15,1,1,0,0.167
3/22/2010,0.01,0,0,0.4,-0.19,0,0.9,0,0
3/23/2010,0.01,0.01,0,0.5,-0.01,-1,0.82,0,0
3/24/2010,0,0,0.01,0.7,0.07,0,0.77,0.01,0
3/25/2010,0,-0.01,0,0.1,0.14,0,0.62,0,0.167
3/26/2010,0,0,0,0,-0.08,1,0.45,0,-0.167
3/29/2010,0.01,0.01,0,0,-0.35,-1,0.28,0,-0.167
3/30/2010,0,0.01,0,0.3,0.08,0,0.27,0,0.167
3/31/2010,0,0,0,0.3,0.11,1,0.23,0,0.167
4/1/2010,0.01,0,0,0,0,0,0.12,0,0.167
4/5/2010,0.01,0.02,0.01,0.3,-0.34,0,0.15,0,-0.167
4/6/2010,0,0.01,0.01,0.6,0.04,-1,0.25,0,0.167
4/7/2010,-0.01,0,0,0.7,0.67,1,0.37,0,0.167
4/8/2010,0,0,0,0.2,-0.14,0,0.35,0,0
4/9/2010,0.01,0.01,0,0.5,-0.16,0,0.38,0,0
4/12/2010,0,0.01,0,0.8,-0.17,0,0.52,0,0
4/13/2010,0,0,0,0.9,0.13,0,0.62,0,0.167
4/14/2010,0.01,0.01,0,1,0.29,0,0.68,0,-0.167
4/15/2010,0,0.01,0,1,-0.11,-1,0.73,0,0
4/16/2010,-0.02,-0.02,0,1,1.54,1,0.87,0,0
4/19/2010,0,-0.01,-0.01,0,-0.41,0,0.78,0,-0.167
4/20/2010,0.01,0.01,0,0.1,-0.28,-1,0.67,0,0
4/21/2010,0,0.01,0,0.4,0.22,1,0.58,0,0
4/22/2010,0,0,0,0.3,-0.4,0,0.47,0,0
4/23/2010,0.01,0.01,0,0.4,0.54,-1,0.37,0,-0.167
4/26/2010,0,0,0,0.5,-0.19,0,0.28,0,0
4/27/2010,-0.02,-0.03,0,0.3,1.48,1,0.33,0,0.167
4/28/2010,0.01,-0.02,0,0,-0.16,0,0.32,0,-0.167
4/29/2010,0.01,0.02,0,0.2,-0.36,-1,0.28,0,0
4/30/2010,-0.02,0,0,0.4,0.39,1,0.3,0,0
5/3/2010,0.01,0,0,0,-0.32,-1,0.23,0,0
5/4/2010,-0.02,-0.01,-0.01,0.2,0.97,0,0.18,0,-0.167
5/5/2010,-0.01,-0.03,-0.01,0,-0.09,0,0.13,0,-0.167
5/6/2010,-0.03,-0.04,-0.02,0,0.97,0,0.13,-0.01,0.167
5/7/2010,-0.01,-0.05,-0.02,0,-0.02,1,0.1,-0.01,-0.167
5/10/2010,0.04,0.03,0,0,-0.38,-1,0.03,-0.01,0
5/11/2010,0,0.04,0.01,0.4,-0.2,0,0.1,-0.01,0
5/12/2010,0.01,0.01,0.02,0.4,-0.26,0,0.13,0,0
5/13/2010,-0.01,0,0,0.5,0,0,0.22,0,0
5/14/2010,-0.02,-0.03,-0.01,0.4,0.47,0,0.28,0,-0.167
5/17/2010,0,-0.02,-0.01,0.4,-0.06,0,0.35,0,0
5/18/2010,-0.01,-0.01,-0.01,0.4,0.11,0,0.42,0,0
5/19/2010,-0.01,-0.02,-0.01,0.3,0.09,0,0.4,0,0.167
5/20/2010,-0.04,-0.04,-0.02,0.3,0.34,1,0.38,-0.01,0
5/21/2010,0.01,-0.02,-0.01,0,-0.06,-1,0.3,-0.01,0
5/24/2010,-0.01,0,-0.01,0.3,-0.46,0,0.28,-0.01,0
5/25/2010,0,-0.01,0,0.1,0.47,0,0.23,-0.01,0.167
5/26/2010,-0.01,-0.01,-0.01,0.2,-0.12,1,0.2,-0.01,0
5/27/2010,0.03,0.03,0.01,0.1,-0.14,-1,0.17,-0.01,-0.167
5/28/2010,-0.01,0.02,0,0.7,-0.01,0,0.23,0,0.167
6/1/2010,-0.02,-0.03,0,0.5,-0.07,1,0.32,0,0.167
6/2/2010,0.03,0.01,0,0.4,-0.14,0,0.33,0,0
6/3/2010,0,0.03,0,0.9,-0.06,-1,0.47,0,-0.167
6/4/2010,-0.04,-0.03,0,1,0.76,0,0.6,0,0.167
6/7/2010,-0.01,-0.05,-0.02,0.5,-0.34,1,0.67,0,0.167
6/8/2010,0.01,0,-0.01,0.4,0.35,0,0.62,-0.01,0
6/9/2010,-0.01,0.01,0,0.6,-0.25,0,0.63,-0.01,-0.167
6/10/2010,0.03,0.02,0.01,0.5,0.19,-1,0.65,0,0
6/11/2010,0,0.03,0.01,1,-0.33,0,0.67,0,0
6/14/2010,0,0,0.01,1,-0.03,0,0.67,0,-0.167
6/15/2010,0.02,0.02,0.01,1,0.15,0,0.75,0.01,-0.167
6/16/2010,0,0.02,0.01,1,-0.09,0,0.85,0.01,-0.167
6/17/2010,0,0,0.01,1,0.22,0,0.92,0.01,0
6/18/2010,0,0,0,1,-0.34,0,1,0.01,0
6/21/2010,0,0,0,0.9,0.22,0,0.98,0.01,0
6/22/2010,-0.02,-0.02,-0.01,0.9,0.12,0,0.97,0,0
6/23/2010,0,-0.02,-0.01,0.6,0.06,0,0.9,0,0.167
6/24/2010,-0.02,-0.02,-0.01,0.5,0.05,1,0.82,0,0.167
6/25/2010,0,-0.01,-0.01,0.3,-0.11,0,0.7,-0.01,0
6/28/2010,0,0,-0.01,0.3,-0.29,-1,0.58,-0.01,0
6/29/2010,-0.03,-0.03,-0.01,0.2,1.21,0,0.47,-0.01,0
6/30/2010,-0.01,-0.04,-0.01,0,-0.24,0,0.32,-0.01,0
7/1/2010,0,-0.01,-0.01,0,0.35,0,0.22,-0.01,0
7/2/2010,-0.01,-0.01,-0.01,0,-0.39,1,0.13,-0.01,0
7/6/2010,0.01,0,0,0,0.1,0,0.08,-0.01,0.167
7/7/2010,0.03,0.04,0.01,0.1,-0.01,0,0.05,-0.01,0.167
7/8/2010,0.01,0.04,0.02,0.6,-0.17,0,0.12,0,0.167
7/9/2010,0.01,0.02,0.02,0.8,-0.31,0,0.25,0.01,0.167
7/12/2010,0,0.01,0.01,1,-0.09,0,0.42,0.01,0
7/13/2010,0.02,0.02,0.01,1,0.62,0,0.58,0.01,0
7/14/2010,0,0.01,0.01,1,-0.13,0,0.75,0.01,-0.167
7/15/2010,0,0,0.01,1,0.26,-1,0.9,0.01,0
7/16/2010,-0.03,-0.03,-0.01,1,0.22,1,0.97,0.01,0
7/19/2010,0.01,-0.02,-0.01,0.6,-0.34,0,0.93,0,-0.167
7/20/2010,0.01,0.02,0,0.7,0.38,-1,0.88,0,0
7/21/2010,-0.01,0,0,0.8,0.02,1,0.85,0,0
7/22/2010,0.02,0.01,0.01,0.7,0.04,0,0.8,0,0.167
7/23/2010,0.01,0.03,0.01,1,-0.19,0,0.8,0,0
7/26/2010,0.01,0.02,0.01,1,-0.17,0,0.8,0,-0.167
7/27/2010,0,0.01,0.01,1,0.11,-1,0.87,0.01,0
7/28/2010,-0.01,-0.01,0,1,-0.2,0,0.92,0.01,-0.167
7/29/2010,0,-0.01,0,0.8,0.35,0,0.92,0.01,0
7/30/2010,0,-0.01,0,0.7,0,1,0.92,0.01,0
8/2/2010,0.02,0.02,0.01,0.7,-0.14,0,0.87,0.01,0
8/3/2010,0,0.02,0.01,1,-0.22,0,0.87,0.01,0.167
8/4/2010,0.01,0,0.01,0.9,0.08,0,0.85,0.01,0
8/5/2010,0,0.01,0,1,-0.11,-1,0.85,0.01,0
8/6/2010,0,-0.01,0,1,0.71,0,0.88,0.01,-0.167
8/9/2010,0.01,0,0,0.8,-0.5,0,0.9,0.01,-0.167
8/10/2010,-0.01,0,0,0.9,1.01,0,0.93,0,-0.167
8/11/2010,-0.03,-0.03,-0.01,0.5,0.13,0,0.85,0,-0.167
8/12/2010,-0.01,-0.03,-0.02,0,-0.12,0,0.7,-0.01,0
8/13/2010,0,-0.01,-0.01,0,-0.34,0,0.53,-0.01,0.167
8/16/2010,0,0,0,0,-0.07,1,0.37,-0.01,0.167
8/17/2010,0.01,0.01,0,0,0.16,0,0.23,-0.01,0
8/18/2010,0,0.01,0,0.3,0.06,-1,0.13,-0.01,0
8/19/2010,-0.02,-0.02,0,0.3,0.45,0,0.1,-0.01,0
8/20/2010,0,-0.02,-0.01,0,-0.21,0,0.1,0,0
8/23/2010,0,-0.01,-0.01,0,-0.22,0,0.1,0,-0.167
8/24/2010,-0.01,-0.02,0,0,0.72,0,0.1,0,-0.167
8/25/2010,0,-0.01,0,0,-0.03,0,0.1,0,0.167
8/26/2010,-0.01,0,-0.01,0.1,-0.18,1,0.07,-0.01,0
8/27/2010,0.02,0.01,0,0,0.21,-1,0.02,-0.01,0
8/30/2010,-0.01,0,0,0.4,-0.39,0,0.08,0,0.167
8/31/2010,0,-0.01,0,0.2,0.64,1,0.12,0,0.167
9/1/2010,0.03,0.03,0.01,0.2,-0.06,0,0.15,0,0.167
9/2/2010,0.01,0.04,0.01,1,-0.39,0,0.32,0,-0.167
9/3/2010,0.01,0.02,0.02,1,0.36,-1,0.47,0.01,0.167
9/7/2010,-0.01,0,0,1,-0.33,1,0.63,0.01,0.167
9/8/2010,0.01,0,0,0.8,0.06,0,0.7,0.01,-0.167
9/9/2010,0,0.01,0,0.9,-0.02,-1,0.82,0.01,-0.167
9/10/2010,0.01,0.01,0.01,1,-0.13,0,0.95,0.01,-0.167
9/13/2010,0.01,0.02,0.01,1,0.4,0,0.95,0.01,0
9/14/2010,0,0.01,0.01,1,0.18,0,0.95,0.01,-0.167
9/15/2010,0,0,0,1,-0.2,0,0.95,0.01,-0.167
9/16/2010,0,0,0,1,0.19,0,0.98,0.01,0.167
9/17/2010,0,0,0,1,-0.02,1,1,0.01,0
9/20/2010,0.02,0.02,0.01,0.9,0.1,-1,0.98,0.01,0
9/21/2010,0,0.01,0.01,1,0.25,0,0.98,0.01,0
9/22/2010,0,-0.01,0.01,0.9,-0.29,0,0.97,0.01,0.167
9/23/2010,-0.01,-0.01,0,0.6,0.06,1,0.9,0.01,0
9/24/2010,0.02,0.01,0,0.2,0.04,-1,0.77,0.01,-0.167
9/27/2010,0,0.02,0,0.9,-0.39,0,0.75,0.01,0
9/28/2010,0,0,0.01,0.6,0.62,0,0.7,0.01,0
9/29/2010,0,0,0,0.7,-0.14,0,0.65,0,0
9/30/2010,0,0,0,0.5,0.6,0,0.58,0,-0.167
10/1/2010,0,0,0,0.3,-0.39,0,0.53,0,0.167
10/4/2010,-0.01,0,0,0.5,-0.05,1,0.58,0,0
10/5/2010,0.02,0.01,0,0,0.38,-1,0.43,0,0
10/6/2010,0,0.02,0,0.9,-0.35,0,0.48,0,0
10/7/2010,0,0,0.01,0.9,0.11,0,0.52,0,0
10/8/2010,0.01,0,0,0.8,0.08,0,0.57,0,0
10/11/2010,0,0.01,0,1,-0.42,0,0.68,0,-0.167
10/12/2010,0,0,0,1,0.77,0,0.77,0,0
10/13/2010,0.01,0.01,0,1,0.07,0,0.93,0,0
10/14/2010,0,0,0,1,0.12,0,0.95,0,0.167
10/15/2010,0,0,0,0.8,0.12,1,0.93,0,0
10/18/2010,0,0.01,0,0.8,-0.42,-1,0.93,0,0.167
10/19/2010,-0.01,-0.01,0,1,0.99,1,0.93,0,0.167
10/20/2010,0.01,0,0,0.2,-0.29,0,0.8,0,0
10/21/2010,0,0.01,0,0.5,0.11,-1,0.72,0,0
10/22/2010,0,0,0,0.6,-0.51,0,0.65,0,-0.167
10/25/2010,0,0,0,0.6,0.4,0,0.62,0,0
10/26/2010,0,0,0,0.7,0.05,0,0.6,0,-0.167
10/27/2010,0,0,0,0.7,0.2,0,0.55,0,-0.167
10/28/2010,0,0,0,0.4,-0.11,0,0.58,0,0
10/29/2010,0,0,0,0.4,-0.14,0,0.57,0,0.167
11/1/2010,0,0,0,0.5,0.21,1,0.55,0,0.167
11/2/2010,0.01,0.01,0,0.5,-0.09,0,0.53,0,0.167
11/3/2010,0,0.01,0,0.9,0.43,0,0.57,0,0.167
11/4/2010,0.02,0.02,0.01,1,-0.05,0,0.62,0,0
11/5/2010,0,0.02,0.01,1,-0.16,-1,0.72,0,0
11/8/2010,0,0,0.01,1,-0.14,0,0.82,0.01,-0.167
11/9/2010,-0.01,-0.01,0,0.9,0.2,0,0.88,0.01,-0.167
11/10/2010,0,0,0,0.4,0.19,0,0.87,0.01,-0.167
11/11/2010,0,0,0,0.5,-0.29,0,0.8,0.01,-0.167
11/12/2010,-0.01,-0.02,0,0.2,0.51,0,0.67,0,0
11/15/2010,0,-0.01,0,0,-0.31,0,0.5,0,0
11/16/2010,-0.02,-0.02,-0.01,0,0.83,0,0.33,0,0.167
11/17/2010,0,-0.02,-0.01,0,-0.42,1,0.18,0,0.167
11/18/2010,0.01,0.02,0,0,0.15,0,0.12,0,0.167
11/19/2010,0,0.02,0,0.3,-0.21,0,0.08,0,0
11/22/2010,0,0,0,0.3,0.16,-1,0.1,0,0
11/23/2010,-0.01,-0.02,0,0.3,0.23,0,0.15,0,0
11/24/2010,0.01,0,0,0,-0.37,0,0.15,0,-0.167
