Gains,Multi Day Gains,SMA Gains,Stoch RSI,Single Day Volume,Buy
-0.009,-0.01,-0.003,0.6,0.576,0
0.006,-0.004,-0.001,0,-0.157,0
0.004,0.009,0,0.3,0.388,0
0.001,0.005,0.004,0.6,-0.215,-1
0.009,0.01,0.005,0.6,-0.194,0
0.003,0.012,0.004,1,0.077,0
0.001,0.004,0.004,1,0.125,0
-0.001,0,0.001,1,0.106,1
-0.007,-0.007,-0.002,1,0.37,0
0,-0.006,-0.003,0.1,-0.333,0
0.008,0.008,0,0.1,-0.299,0
0.002,0.01,0.003,0.4,-0.048,-1
0.001,0.003,0.004,0.5,-0.186,1
-0.002,-0.001,0,0.6,0.168,0
0.005,0.003,0.001,0.4,-0.218,-1
0.001,0.007,0.001,0.7,-0.033,0
-0.002,0,0.001,0.7,-0.069,0
-0.002,-0.004,-0.001,0.5,0.359,0
-0.005,-0.007,-0.003,0.3,0.946,0
-0.012,-0.017,-0.006,0,0.241,1
-0.007,-0.019,-0.008,0,-0.051,0
0.005,-0.002,-0.005,0,-0.272,0
-0.001,0.004,-0.001,0.2,0.168,-1
0.005,0.003,0.003,0.1,0.013,0
-0.007,-0.002,-0.001,0.3,0.116,0
0.003,-0.004,0,0.1,0.152,1
-0.008,-0.005,-0.004,0.2,-0.236,0
0.005,-0.003,0,0,-0.243,-1
0.01,0.016,0.002,0.2,0.365,0
-0.01,0,0.002,0.5,-0.052,0
-0.006,-0.016,-0.002,0.3,0.325,0
-0.006,-0.012,-0.007,0.1,-0.123,1
-0.002,-0.008,-0.005,0,-0.075,0
0.003,0.001,-0.002,0,0.168,0
0.003,0.006,0.001,0.2,-0.162,0
0.002,0.005,0.003,0.3,-0.023,-1
0,0.002,0.002,0.4,0.087,0
0.006,0.006,0.003,0.4,-0.135,0
0.006,0.013,0.004,0.8,-0.051,0
0.003,0.009,0.005,1,0.053,0
-0.003,0,0.002,1,-0.069,0
0.011,0.008,0.004,0.9,0.024,0
-0.001,0.009,0.002,1,-0.092,0
0.001,0,0.004,1,-0.135,1
-0.007,-0.006,-0.002,1,0.408,0
0.004,-0.004,-0.001,0.7,-0.17,0
0.009,0.012,0.002,0.8,0.159,0
-0.001,0.008,0.004,1,-0.39,-1
0.004,0.003,0.004,1,0.352,0
0.001,0.004,0.001,1,0.266,0
-0.008,-0.007,-0.001,1,0.047,0
0.001,-0.007,-0.002,0.4,-0.179,1
-0.015,-0.014,-0.007,0.3,0.691,0
0.007,-0.008,-0.002,0,-0.154,0
0.007,0.014,0,0.3,0.004,-1
0.01,0.017,0.008,0.5,-0.112,1
-0.007,0.003,0.003,0.8,0.139,0
0.005,-0.002,0.003,0.6,-0.318,0
0,0.004,-0.001,0.7,0.358,-1
0,0,0.002,0.7,-0.047,0
0.012,0.013,0.004,0.7,-0.083,-1
0,0.013,0.004,1,-0.227,0
-0.004,-0.003,0.003,1,0.021,0
-0.011,-0.015,-0.005,0.8,0.651,0
0.002,-0.009,-0.004,0.4,-0.111,0
-0.007,-0.005,-0.005,0.5,-0.11,0
0.006,-0.001,0,0.2,-0.373,0
-0.008,-0.002,-0.003,0.3,0.718,0
-0.008,-0.017,-0.003,0,0.199,0
0.002,-0.006,-0.005,0,-0.164,0
-0.003,-0.001,-0.003,0.1,-0.038,0
-0.004,-0.007,-0.002,0,0.017,0
-0.01,-0.014,-0.006,0,0.51,0
0.001,-0.009,-0.004,0,-0.234,0
0.001,0.002,-0.003,0,-0.267,0
0.001,0.003,0.001,0.1,-0.099,1
-0.007,-0.005,-0.002,0.1,0.522,-1
0.014,0.007,0.003,0,-0.129,0
-0.002,0.012,0.002,0.6,0.042,1
-0.004,-0.006,0.003,0.5,0.475,0
0.002,-0.003,-0.001,0.4,-0.249,0
0.005,0.006,0.001,0.7,-0.345,0
0.003,0.008,0.003,1,0.137,-1
0.005,0.009,0.004,1,-0.123,1
-0.01,-0.005,-0.001,1,0.365,0
0.001,-0.01,-0.001,0.6,-0.295,-1
0.005,0.006,-0.001,0.7,0.917,0
-0.012,-0.007,-0.002,0.9,-0.234,0
-0.013,-0.025,-0.007,0.5,0.457,1
-0.014,-0.027,-0.013,0.1,0.339,0
0.003,-0.011,-0.008,0,-0.223,-1
0.008,0.011,-0.001,0.1,-0.351,1
-0.014,-0.006,-0.001,0.4,0.659,-1
0.019,0.005,0.004,0.1,-0.193,0
-0.004,0.016,0,0.6,0.022,0
0.007,0.003,0.007,0.6,-0.412,1
-0.01,-0.003,-0.002,0.7,0.389,-1
0.004,-0.006,0,0.5,0.158,1
-0.013,-0.009,-0.006,0.7,-0.138,0
0.014,0.001,0.002,0.5,0.435,0
0.006,0.019,0.002,0.8,-0.461,0
0.002,0.007,0.007,1,0.535,0
0.008,0.009,0.005,1,-0.057,-1
0,0.007,0.003,1,0.196,1
-0.003,-0.003,0.002,1,-0.304,-1
0.006,0.003,0.001,0.9,-0.351,1
-0.01,-0.004,-0.002,1,0.705,-1
0.005,-0.005,0,0.6,0.228,0
-0.011,-0.006,-0.005,0.8,0.038,1
-0.002,-0.013,-0.003,0.4,-0.103,0
0.009,0.007,-0.001,0.4,-0.423,0
0.007,0.016,0.005,0.7,0.241,0
0.01,0.017,0.009,0.9,0.276,-1
0.004,0.015,0.007,1,-0.208,1
-0.001,0.003,0.004,1,-0.25,-1
0.006,0.004,0.003,0.9,0.101,0
-0.002,0.003,0.001,1,-0.008,1
-0.001,-0.003,0.001,0.9,-0.06,0
0.005,0.005,0.001,0.9,-0.091,-1
0.002,0.007,0.002,1,-0.431,1
-0.006,-0.005,0,1,0.764,0
0.009,0.002,0.002,0.7,0.605,-1
0.002,0.011,0.002,1,-0.43,0
-0.005,-0.003,0.002,1,0.536,0
-0.001,-0.006,-0.001,0.7,-0.409,0
0.001,0,-0.002,0.5,0.845,1
-0.002,-0.001,-0.001,0.2,-0.295,0
0.005,0.003,0.001,0,0.208,0
-0.002,0.002,0,0.5,-0.356,0
0.003,0.001,0.002,0.1,0.354,0
0.002,0.005,0.001,0.5,-0.314,0
0.002,0.004,0.002,0.7,0.571,0
0.003,0.004,0.002,1,-0.125,-1
0.004,0.006,0.003,1,0.107,0
0,0.004,0.002,1,-0.204,0
0.001,0.001,0.002,1,-0.028,1
0.001,0.001,0.001,1,0.161,0
-0.014,-0.013,-0.004,1,0.343,-1
-0.007,-0.021,-0.007,0,-0.058,1
0.001,-0.006,-0.007,0,-0.177,-1
0.008,0.01,0.001,0.1,-0.145,0
-0.003,0.006,0.002,0.4,0.028,1
-0.005,-0.008,0,0.3,0.472,0
0.003,-0.003,-0.002,0.1,-0.202,-1
0.008,0.011,0.002,0.2,0.036,1
-0.008,0,0.001,0.5,0.016,0
0.004,-0.004,0.001,0.2,0.972,0
0.011,0.015,0.002,0.4,-0.376,0
0.005,0.017,0.007,0.7,-0.23,0
0.003,0.008,0.006,0.8,0.044,0
0.001,0.004,0.003,0.9,-0.206,0
0.004,0.005,0.003,1,0.545,-1
-0.001,0.003,0.001,1,-0.119,1
-0.004,-0.005,0,1,0.009,0
0.005,0.001,0,0.8,0.045,-1
0.003,0.009,0.001,0.9,0.174,0
-0.006,-0.002,0.001,1,0.455,0
0.007,0.001,0.001,0.7,-0.48,1
-0.003,0.004,-0.001,0.9,0.089,0
0.001,-0.002,0.002,0.7,-0.254,0
0.004,0.005,0.001,0.7,0.01,-1
0.006,0.01,0.004,0.8,0.109,0
-0.007,0,0.001,1,0.302,1
-0.001,-0.007,-0.001,0.1,-0.352,0
0.006,0.005,-0.001,0,0.117,-1
0.003,0.009,0.003,0.5,-0.184,0
-0.008,-0.005,0,0.7,0.381,0
-0.007,-0.015,-0.004,0,0.054,1
-0.002,-0.009,-0.006,0,-0.112,0
0.006,0.004,-0.001,0,-0.009,0
0,0.006,0.001,0.3,0.545,-1
0.004,0.003,0.003,0.2,-0.196,1
-0.006,-0.002,-0.001,0.4,-0.065,-1
0.006,0,0.001,0.1,-0.339,0
-0.013,-0.007,-0.004,0.3,0.987,0
0,-0.013,-0.002,0,-0.134,0
0,0,-0.004,0,-0.143,0
0.002,0.002,0.001,0,-0.254,0
0,0.002,0.001,0.1,0.755,0
-0.002,-0.002,0,0.1,-0.211,0
-0.009,-0.011,-0.004,0,0.434,0
0.004,-0.005,-0.002,0,-0.55,1
-0.007,-0.003,-0.004,0.2,0.739,-1
0.008,0.001,0.002,0,-0.093,1
-0.005,0.002,-0.001,0.4,0.32,-1
0.013,0.007,0.005,0.2,0.388,1
-0.001,0.012,0.002,0.8,-0.276,0
-0.002,-0.003,0.003,0.7,-0.361,0
0.012,0.01,0.003,0.9,0.201,-1
0.002,0.013,0.004,1,-0.271,1
-0.003,-0.002,0.004,1,-0.064,-1
0.009,0.006,0.003,0.9,0.103,0
-0.002,0.007,0.001,1,-0.234,0
-0.006,-0.008,0,0.9,0.77,1
-0.004,-0.009,-0.004,0.7,-0.013,0
0,-0.004,-0.003,0.6,0.268,-1
0.007,0.007,0.001,0.6,0.031,0
-0.003,0.004,0.001,0.6,-0.293,0
-0.008,-0.012,-0.001,0.5,0.583,1
-0.009,-0.018,-0.007,0,0.118,0
0.004,-0.006,-0.004,0,-0.104,0
0.001,0.004,-0.001,0.1,-0.298,0
0.001,0.002,0.002,0.2,0.186,0
0,0.001,0.001,0.2,-0.061,0
0.001,0.001,0.001,0.2,-0.114,0
0.008,0.009,0.003,0.3,0.136,-1
0.003,0.011,0.004,0.6,-0.282,0
-0.004,0,0.002,1,0.066,0
-0.011,-0.015,-0.004,0.8,0.192,0
-0.013,-0.024,-0.009,0.2,0.745,0
-0.004,-0.017,-0.009,0,0.329,0
0.003,0,-0.005,0,-0.463,0
-0.008,-0.005,-0.003,0.2,-0.304,0
-0.001,-0.01,-0.002,0,0.436,0
-0.008,-0.009,-0.006,0,0.329,1
-0.001,-0.008,-0.003,0,-0.015,0
0.011,0.01,0.001,0,-0.105,-1
0.004,0.014,0.005,0.4,-0.232,1
-0.011,-0.007,0.001,0.5,0.101,-1
0.017,0.006,0.003,0.3,0.554,1
-0.018,-0.001,-0.004,0.7,0.132,0
0.004,-0.014,0.001,0.5,-0.268,-1
0.015,0.019,0,0.7,-0.262,0
-0.002,0.013,0.006,1,0.074,0
-0.003,-0.005,0.003,1,0.056,1
-0.011,-0.014,-0.005,0.9,-0.176,-1
0.014,0.004,0,0.7,0.086,0
0.003,0.017,0.002,1,0.074,0
0.003,0.006,0.007,1,-0.146,0
0.01,0.013,0.005,1,0.115,0
0.004,0.015,0.006,1,0.147,0
-0.001,0.003,0.004,1,-0.303,0
0.001,0,0.001,1,-0.209,0
0,0.001,0,1,-0.099,0
0.001,0.001,0.001,1,0.368,0
0.008,0.009,0.003,1,0.371,0
0.003,0.011,0.004,1,-0.559,0
-0.001,0.003,0.003,1,0.293,0
-0.004,-0.004,-0.001,1,0.543,1
0.002,-0.002,-0.001,0.8,-0.265,-1
0.009,0.011,0.002,0.8,0.09,0
0.004,0.013,0.005,1,0.3,0
0.005,0.009,0.006,1,-0.309,0
0.004,0.009,0.004,1,0.328,0
0.006,0.01,0.005,1,-0.235,0
0.001,0.007,0.004,1,-0.7,0
-0.007,-0.006,0,1,2.569,0
-0.001,-0.008,-0.002,0.5,-0.051,1
-0.005,-0.006,-0.004,0.4,0.082,-1
0.01,0.005,0.001,0,0.169,0
0.001,0.011,0.002,0.4,-0.287,0
-0.002,-0.001,0.003,0.4,0.269,0
0.002,0,0,0.3,-0.023,1
-0.006,-0.004,-0.002,0.3,0.153,0
-0.001,-0.006,-0.002,0,-0.063,0
0.003,0.002,-0.001,0,-0.189,0
0.001,0.004,0.001,0.1,-0.046,0
0.007,0.008,0.004,0.2,0.832,-1
0.004,0.011,0.004,0.4,-0.274,0
-0.003,0.001,0.003,0.6,-0.132,0
-0.003,-0.006,-0.001,0.6,-0.173,1
-0.005,-0.008,-0.004,0,0.054,0
0.001,-0.004,-0.002,0,-0.044,0
0.002,0.003,-0.001,0.1,0.112,0
0.005,0.007,0.003,0.1,-0.378,-1
0.001,0.006,0.003,0.4,-0.132,0
-0.01,-0.01,-0.001,0.4,0.591,0
0.002,-0.008,-0.002,0,-0.309,0
-0.004,-0.002,-0.004,0.1,0.066,1
-0.005,-0.01,-0.002,0,0.362,-1
0.018,0.012,0.003,0,0.641,0
0.005,0.022,0.006,0.5,-0.292,1
0.001,0.005,0.008,0.6,-0.088,0
0.008,0.009,0.005,0.7,0.329,0
0.003,0.011,0.004,1,-0.308,0
0.001,0.004,0.004,1,0.033,-1
0.003,0.004,0.002,1,0.103,0
-0.004,-0.001,0,1,-0.183,0
-0.001,-0.005,-0.001,0.8,0.107,0
-0.003,-0.004,-0.003,0.8,0.161,1
-0.004,-0.007,-0.003,0.7,0.442,-1
0.004,0,-0.001,0.5,0.086,1
-0.018,-0.014,-0.006,0.6,0.41,0
0.004,-0.015,-0.003,0.1,-0.417,0
0.001,0.005,-0.004,0.1,-0.209,0
0.001,0.002,0.002,0.2,0.655,0
0.006,0.006,0.003,0.2,-0.188,-1
0.009,0.015,0.005,0.4,-0.077,0
-0.001,0.008,0.005,0.6,-0.487,1
-0.007,-0.008,0,0.6,1.164,-1
0.007,0,0,0.3,-0.129,0
-0.012,-0.005,-0.004,0.7,0.316,0
-0.005,-0.017,-0.003,0.2,0.029,0
0.003,-0.002,-0.005,0.1,-0.471,1
-0.009,-0.006,-0.004,0.2,0.565,-1
0.009,0,0.001,0,-0.166,0
-0.002,0.007,-0.001,0.4,0.044,0
0.002,0,0.003,0.3,0.04,1
-0.002,0,-0.001,0.4,-0.189,0
0.011,0.009,0.004,0.3,0.739,0
0.004,0.014,0.004,0.8,-0.06,-1
0.007,0.011,0.007,0.9,-0.286,0
-0.003,0.005,0.003,1,-0.339,0
-0.002,-0.005,0.001,0.9,0.152,0
0.006,0.004,0,0.8,-0.089,0
-0.001,0.005,0.001,1,0.026,0
0.003,0.001,0.003,0.9,-0.153,0
0,0.003,0.001,1,-0.025,1
-0.01,-0.009,-0.002,1,1.075,0
0.009,-0.001,0,0.4,-0.346,-1
0,0.009,0,0.8,0.247,0
-0.005,-0.005,0.001,0.8,0.21,0
-0.005,-0.009,-0.003,0.5,-0.217,0
-0.002,-0.006,-0.004,0,0.075,0
0.002,0.001,-0.002,0,0.08,1
-0.007,-0.005,-0.002,0.2,-0.156,0
0.009,0.003,0.001,0,0.074,0
0.002,0.011,0.001,0.5,-0.248,0
0.01,0.012,0.007,0.6,0.536,0
0.004,0.015,0.005,1,-0.236,-1
0.002,0.007,0.005,1,0.227,0
0.001,0.003,0.002,1,-0.278,0
-0.002,-0.001,0,0.8,-0.037,0
-0.006,-0.008,-0.002,0.8,0.913,0
0.006,0,-0.001,0.5,-0.408,0
-0.002,0.004,-0.001,0.7,-0.095,0
0.001,-0.001,0.002,0.6,-0.075,0
-0.001,-0.001,-0.001,0.6,-0.247,0
-0.006,-0.008,-0.002,0.5,1.524,0
0.006,0,0,0.2,-0.251,0
-0.002,0.004,-0.001,0.3,0.147,0
0,-0.002,0.001,0.2,-0.108,1
-0.001,-0.001,-0.001,0.3,-0.021,0
0.006,0.006,0.002,0.2,-0.111,0
0.003,0.01,0.003,0.6,-0.077,-1
-0.001,0.002,0.003,0.9,0.144,0
-0.01,-0.011,-0.003,0.9,0.385,0
0.002,-0.009,-0.003,0,-0.482,0
-0.008,-0.007,-0.005,0.1,0.754,0
0.002,-0.007,-0.001,0,-0.409,0
-0.001,0.001,-0.002,0.1,0.186,1
0,-0.002,0,0,0.257,0
0.016,0.015,0.005,0,0.442,0
0.002,0.018,0.006,0.8,-0.057,-1
0.001,0.003,0.006,0.9,-0.014,0
0,0.002,0.001,1,-0.159,0
-0.002,-0.002,0,1,-0.274,0
-0.004,-0.006,-0.002,0.8,0.605,1
0,-0.004,-0.002,0.6,-0.203,0
0.005,0.005,0,0.6,0.851,-1
0.003,0.008,0.003,0.9,-0.551,1
-0.008,-0.005,0,1,0.164,-1
0.008,-0.001,0.001,0.5,-0.245,1
-0.004,0.004,-0.001,0.8,0.24,0
0.004,0,0.003,0.6,-0.294,-1
0.009,0.012,0.003,0.8,0.458,0
-0.001,0.008,0.004,1,-0.52,0
0.002,0.001,0.003,0.9,-0.005,0
-0.001,0.001,0,1,1.156,0
-0.012,-0.013,-0.004,0.9,0.252,0
-0.013,-0.025,-0.009,0,0.138,0
0.002,-0.011,-0.008,0,-0.084,0
-0.001,0.001,-0.004,0.1,-0.261,0
-0.019,-0.02,-0.006,0,1.33,1
-0.005,-0.024,-0.008,0,-0.393,-1
0.007,0.002,-0.006,0,0.414,0
-0.008,-0.001,-0.002,0.2,-0.108,1
-0.008,-0.015,-0.003,0.1,-0.17,0
0.008,0,-0.003,0,0.83,0
0.012,0.02,0.004,0.2,-0.531,-1
0.005,0.018,0.008,0.4,-0.202,1
-0.018,-0.013,0,0.5,0.15,0
0.011,-0.007,-0.001,0.3,0.2,0
0.01,0.021,0.001,0.8,-0.152,-1
0.002,0.012,0.008,1,0.244,0
-0.015,-0.013,-0.001,1,-0.061,0
-0.002,-0.017,-0.005,0.7,0.516,0
-0.007,-0.01,-0.008,0.6,-0.168,0
-0.001,-0.008,-0.003,0.5,0.887,0
-0.003,-0.004,-0.004,0.5,-0.537,0
-0.011,-0.014,-0.005,0.4,0.009,1
-0.012,-0.022,-0.009,0.2,0.938,0
0.008,-0.004,-0.005,0,-0.119,-1
0.021,0.029,0.006,0.2,-0.18,0
-0.007,0.014,0.007,0.8,-0.297,1
-0.008,-0.015,0.002,0.6,0.016,0
0.003,-0.004,-0.004,0.4,-0.316,0
0.007,0.011,0.001,0.5,0.145,0
-0.004,0.003,0.002,0.7,-0.006,0
0,-0.005,0.001,0.8,-0.274,-1
0.004,0.004,0,0.8,-0.3,1
-0.009,-0.004,-0.002,0.9,0.841,0
0.007,-0.002,0.001,0.7,-0.106,0
0.02,0.027,0.006,0.9,0.774,-1
0,0.02,0.009,1,-0.51,0
0.004,0.004,0.008,1,-0.559,0
-0.006,-0.002,-0.001,1,1.913,0
0.003,-0.003,0,0.8,-0.281,1
-0.007,-0.004,-0.003,0.9,0.629,0
0.002,-0.005,-0.001,0.7,-0.253,-1
0.004,0.006,0,0.7,0.208,0
-0.011,-0.006,-0.002,0.9,0.121,0
-0.016,-0.027,-0.008,0.4,0.24,0
-0.004,-0.02,-0.01,0,0.008,1
-0.001,-0.005,-0.007,0,-0.214,0
0.005,0.004,0,0,0.513,-1
0.014,0.019,0.006,0.2,0.088,0
-0.007,0.007,0.004,0.6,-0.16,1
-0.007,-0.014,0,0.4,-0.095,0
0.018,0.011,0.001,0.3,-0.085,0
0.004,0.022,0.005,0.8,0.028,0
0.001,0.005,0.008,0.9,-0.115,-1
-0.001,0,0.001,1,0.032,0
0.01,0.009,0.003,1,-0.059,0
-0.001,0.009,0.003,1,-0.396,1
-0.005,-0.006,0.001,1,0.315,0
0.007,0.002,0,0.8,-0.007,-1
0.003,0.009,0.002,1,-0.017,0
-0.002,0.001,0.003,1,0.512,0
-0.002,-0.004,0,0.9,-0.529,0
-0.004,-0.006,-0.003,0.8,1.003,0
-0.003,-0.007,-0.003,0.6,-0.132,0
0.003,0,-0.001,0.5,-0.122,0
-0.003,0,-0.001,0.3,-0.315,1
0.001,-0.002,0,0,0.218,0
0.012,0.013,0.003,0.1,0.178,0
0.008,0.02,0.007,1,0.053,0
0.003,0.011,0.008,1,-0.01,-1
0.005,0.008,0.005,1,-0.179,0
-0.004,0.001,0.001,1,-0.277,0
0,-0.004,0,0.8,0.444,0
-0.003,-0.003,-0.002,0.8,0.095,0
-0.001,-0.004,-0.001,0.6,-0.129,0
0.001,0,-0.001,0.5,-0.28,1
0.005,0.006,0.002,0.6,0.262,0
0.001,0.006,0.002,0.8,0.173,0
0.001,0.002,0.002,0.8,-0.19,0
0,0,0.001,0.8,-0.251,0
0.006,0.006,0.002,0.8,0.301,-1
0.002,0.008,0.003,1,0.073,0
-0.009,-0.007,0,1,0.028,1
-0.005,-0.013,-0.004,0,0.604,0
0.003,-0.002,-0.004,0,-0.477,0
0.001,0.004,0,0.2,0.519,0
0.01,0.011,0.005,0.2,0.02,-1
0.004,0.014,0.005,0.6,-0.1,0
0,0.004,0.005,0.8,-0.081,0
0.002,0.002,0.002,0.8,0.327,0
0.001,0.004,0.001,0.6,-0.164,1
-0.002,-0.001,0,0.7,0.435,-1
0.005,0.003,0.001,0.5,-0.183,0
-0.005,0,-0.001,0.7,0.183,1
-0.003,-0.008,-0.001,0.4,-0.258,0
0.008,0.005,0,0.1,0.399,0
0.008,0.016,0.004,0.6,-0.199,-1
0.001,0.01,0.006,1,0.115,0
0,0.001,0.003,1,-0.289,0
-0.001,-0.001,0,1,-0.181,1
-0.004,-0.005,-0.002,0.9,0.078,0
0.002,-0.002,-0.001,0.5,0.414,0
0.012,0.014,0.003,0.6,0.106,-1
0.002,0.014,0.005,1,-0.252,0
-0.001,0.001,0.004,1,0.074,0
0.001,-0.001,0.001,0.9,-0.366,0
0.001,0.002,0,0.9,0.37,1
-0.001,0,0,1,0.845,0
0.009,0.007,0.003,0.8,-0.432,0
0.003,0.011,0.004,1,-0.088,-1
0.002,0.004,0.005,1,-0.216,0
-0.003,-0.002,0.001,1,1.141,1
0.001,-0.002,0,0.7,-0.04,0
0.002,0.003,0,0.7,-0.262,0
0,0.002,0.001,0.8,-0.249,0
0.005,0.005,0.002,0.8,0.377,0
0.003,0.008,0.003,1,-0.196,0
0.003,0.006,0.004,1,0.467,-1
0.003,0.007,0.003,1,-0.144,0
-0.006,-0.003,0,1,0.2,0
-0.001,-0.007,-0.001,0.1,-0.38,0
0,-0.001,-0.002,0,0.434,0
-0.007,-0.007,-0.003,0,0.165,0
-0.001,-0.007,-0.003,0,-0.269,1
-0.002,-0.002,-0.003,0,0.176,0
0.011,0.01,0.003,0,-0.113,0
0.004,0.015,0.004,0.4,0,-1
0.002,0.006,0.006,0.5,0.382,0
-0.005,-0.003,0,0.6,0.096,1
0,-0.005,-0.001,0.3,-0.489,0
0.002,0.003,-0.001,0.3,0.212,0
0.008,0.01,0.003,0.4,0.628,0
0.003,0.01,0.004,0.6,-0.209,0
0.003,0.005,0.005,1,0.003,0
0,0.003,0.002,1,-0.266,0
0.001,0.001,0.001,1,0.227,0
0.001,0.002,0.001,1,-0.257,-1
0.002,0.003,0.001,1,-0.114,0
-0.004,-0.002,0,1,-0.319,1
-0.014,-0.018,-0.005,0.4,1.727,0
0.004,-0.009,-0.005,0,0.261,-1
0.01,0.015,0,0.2,-0.156,0
0,0.011,0.005,0.5,-0.067,1
-0.002,-0.002,0.003,0.5,0.501,0
0.008,0.005,0.002,0.4,-0.304,0
0.004,0.012,0.003,0.6,-0.164,-1
-0.001,0.003,0.004,0.7,-0.274,1
-0.004,-0.005,0,0.7,0.18,0
0.002,-0.003,-0.001,0.5,0.267,-1
0.003,0.005,0,0.5,-0.5,1
-0.001,0.002,0.001,0.6,0.947,0
0.001,0,0.001,0.5,-0.283,-1
0.009,0.01,0.003,0.8,0.166,0
0,0.009,0.003,1,0.094,0
-0.003,-0.003,0.002,0.6,-0.309,0
0.002,-0.001,0,0,0.328,0
-0.001,0.001,-0.001,0.2,-0.362,0
-0.004,-0.004,-0.001,0.1,0.174,1
-0.006,-0.01,-0.004,0,0.275,0
0.006,0,-0.001,0,-0.473,-1
0.007,0.013,0.002,0.3,0.215,0
-0.002,0.004,0.004,0.5,-0.061,0
-0.004,-0.006,0,0.4,0.219,0
-0.002,-0.006,-0.003,0.2,1.085,0
0.002,0,-0.001,0.1,-0.266,0
-0.008,-0.006,-0.003,0.2,0.101,0
0.005,-0.003,0,0,-0.065,1
-0.001,0.004,-0.001,0.3,0.056,0
0.003,0.002,0.002,0.2,-0.043,0
0.004,0.008,0.002,0.4,-0.248,-1
0.008,0.012,0.005,0.7,0.016,0
-0.002,0.006,0.003,1,-0.19,0
0,-0.002,0.002,0.9,0.12,0
-0.003,-0.003,-0.002,0.9,0.357,0
0.002,-0.001,0,0.6,-0.164,1
-0.003,-0.001,-0.001,0.8,0.058,0
0.003,0,0.001,0.5,-0.103,-1
0.008,0.011,0.003,0.7,0.033,0
-0.012,-0.004,0,1,0.318,0
-0.001,-0.013,-0.002,0.3,-0.086,1
-0.001,-0.001,-0.005,0.1,-0.017,0
0.005,0.005,0.001,0,0.065,0
0.007,0.012,0.004,0.3,0.305,-1
0.006,0.013,0.006,0.7,-0.246,0
0.001,0.007,0.005,1,-0.284,0
0,0.002,0.002,1,-0.079,0
0,0.001,0,1,0.249,0
0.002,0.002,0.001,1,-0.025,0
-0.001,0.001,0,1,0.269,0
-0.007,-0.009,-0.002,0.9,0.12,1
-0.003,-0.011,-0.004,0.3,-0.17,0
0.008,0.005,-0.001,0.1,-0.024,0
0.007,0.015,0.004,0.5,0.031,-1
0.001,0.008,0.005,0.8,-0.414,1
0,0.001,0.003,0.9,0.029,-1
0.002,0.002,0.001,0.8,0.428,0
0,0.002,0.001,0.9,0.124,0
-0.001,-0.001,0,0.9,0.236,0
-0.004,-0.005,-0.002,0.8,-0.09,0
-0.001,-0.005,-0.002,0.4,-0.039,1
-0.039,-0.04,-0.015,0.4,2.967,-1
0.01,-0.029,-0.01,0,-0.353,0
-0.003,0.007,-0.011,0.2,0.199,0
-0.013,-0.016,-0.002,0.2,-0.236,1
-0.01,-0.022,-0.009,0.1,-0.116,0
0.017,0.007,-0.002,0,-0.003,0
-0.001,0.016,0.002,0.3,-0.197,0
0.008,0.007,0.008,0.3,0.024,0
0,0.009,0.002,0.4,-0.086,-1
0.001,0.002,0.003,0.4,-0.254,1
-0.019,-0.018,-0.006,0.5,1.372,0
0.007,-0.012,-0.004,0.3,0.216,-1
0.001,0.009,-0.004,0.4,-0.429,1
-0.003,-0.001,0.002,0.5,-0.082,0
0.012,0.009,0.003,0.7,-0.209,0
0.005,0.018,0.005,1,-0.146,-1
0.016,0.022,0.011,1,0.855,0
-0.001,0.016,0.007,1,-0.219,0
0.001,0.001,0.005,1,-0.374,0
-0.001,0,0,1,0.529,0
-0.002,-0.004,-0.001,1,-0.122,0
-0.007,-0.01,-0.003,0.9,0.531,0
0.001,-0.006,-0.003,0.7,-0.088,0
0,0.001,-0.002,0.7,-0.081,1
0.001,0.001,0.001,0.7,-0.38,0
0.011,0.012,0.004,0.7,0.038,0
0.001,0.012,0.004,1,-0.224,0
0.003,0.004,0.005,1,-0.268,0
0.001,0.004,0.002,1,0.089,-1
0.001,0.003,0.002,1,0.111,1
-0.004,-0.003,-0.001,1,0.879,0
0.004,0,0,0.7,0.086,0
0.005,0.009,0.002,0.9,-0.27,0
0.009,0.014,0.006,1,-0.015,0
0.003,0.012,0.006,1,0.305,0
0.001,0.004,0.004,1,-0.185,0
0,0.001,0.001,1,0.165,-1
0.009,0.009,0.003,1,0.206,0
-0.004,0.006,0.002,1,-0.377,1
0,-0.003,0.002,0.7,0.481,0
0.009,0.01,0.002,0.7,-0.053,-1
0.001,0.01,0.003,1,-0.181,0
-0.001,0,0.003,1,0.219,1
-0.008,-0.009,-0.003,0.9,-0.068,0
0.003,-0.006,-0.002,0.3,0.332,0
0.006,0.008,0,0.3,-0.351,0
0.005,0.011,0.005,0.4,-0.006,-1
0.004,0.009,0.005,0.7,0.114,0
0,0.004,0.003,0.8,-0.342,0
-0.001,-0.001,0.001,0.8,0.27,0
0.003,0.001,0.001,0.7,0.267,1
-0.01,-0.008,-0.003,0.8,0.505,-1
0.009,-0.002,0.001,0,-0.262,0
-0.002,0.006,-0.001,0.4,-0.047,0
0,-0.002,0.002,0.2,0.672,0
0.007,0.007,0.002,0.2,-0.368,1
-0.002,0.005,0.002,0.5,-0.114,0
0.009,0.007,0.005,0.4,-0.019,-1
-0.001,0.008,0.002,0.7,0.761,0
