Date,Gains,Multi Day Gains,SMA Gains,Stoch RSI,Single Day Volume,-1,Stoch Avg,SMA Gains Avg,Buys Avg,Expon Moving Avg,Triple Expon Smoothed,Bond Gains,Bond Vol,Bond Expon Avg,Bond Triple,Trs Gains,Trs Vol,Trs Expon Avg,Trs Triple
2012-03-07,0.007,-0.008,-0.004,0,-0.289,1,0.383,-0.002,0.000,-0.001,0.094,0.000,0.149,0.000,0.025,-0.001,-0.338,0.001,0.050
2012-03-08,0.010,0.017,0.001,0.2,-0.186,1,0.283,-0.002,0.000,0.001,0.070,-0.002,0.046,-0.000,-0.026,-0.007,-0.094,-0.000,0.043
2012-03-09,0.004,0.014,0.007,0.5,0.050,1,0.300,-0.001,0.167,0.002,0.069,-0.001,0.478,-0.000,-0.039,0.010,0.270,0.002,-0.052
2012-03-12,0.000,0.004,0.005,0.5,-0.153,-1,0.250,0.000,0.167,0.001,0.054,0.001,-0.125,-0.000,0.035,-0.001,-0.564,0.001,0.024
2012-03-13,0.018,0.018,0.007,0.6,0.770,1,0.300,0.002,0.000,0.005,0.091,-0.003,0.229,-0.001,-0.042,0.003,5.668,0.002,-0.157
2012-03-14,-0.001,0.017,0.006,0.9,-0.211,1,0.450,0.004,-0.167,0.004,-0.066,-0.006,-0.206,-0.002,-0.035,0.005,-0.530,0.002,-0.087
2012-03-15,0.006,0.005,0.008,0.9,0.137,1,0.600,0.006,-0.167,0.004,0.080,0.000,-0.301,-0.002,0.025,-0.004,-0.318,0.001,0.065
2012-03-16,0.001,0.007,0.002,1,-0.074,-1,0.733,0.006,0.000,0.004,-0.069,-0.000,0.944,-0.001,-0.048,-0.007,2.234,-0.001,0.198
2012-03-19,0.004,0.005,0.004,0.8,-0.181,-1,0.783,0.005,-0.167,0.004,0.061,-0.003,-0.349,-0.002,-0.033,-0.005,-0.311,-0.002,0.114
2012-03-20,-0.003,0.001,0.001,0.9,-0.028,-1,0.850,0.005,-0.167,0.002,-0.056,0.000,0.027,-0.001,0.035,0.002,-0.484,-0.001,-0.053
2012-03-21,-0.002,-0.005,-0.000,0.8,0.005,1,0.883,0.003,0.000,0.001,-0.059,0.003,0.566,-0.000,0.052,0.000,-0.198,-0.001,-0.045
2012-03-22,-0.007,-0.009,-0.004,0.7,0.105,1,0.850,0.002,0.167,-0.001,-0.069,0.001,-0.231,-0.000,0.038,0.001,-0.518,-0.000,-0.023
2012-03-23,0.003,-0.004,-0.002,0.4,-0.109,-1,0.767,0.000,0.000,0.000,0.067,0.002,-0.015,0.000,0.036,-0.005,0.414,-0.001,0.033
2012-03-26,0.014,0.017,0.003,0.5,-0.003,-1,0.683,0.000,0.000,0.003,0.062,-0.000,-0.012,0.000,-0.035,-0.006,3.478,-0.002,0.141
2012-03-27,-0.003,0.011,0.005,0.8,-0.002,-1,0.683,0.001,0.000,0.002,-0.058,0.002,-0.037,0.001,0.034,0.004,-0.792,-0.001,-0.026
2012-03-28,-0.005,-0.008,0.002,0.5,0.239,1,0.617,0.001,0.167,0.000,-0.077,-0.000,-0.417,0.001,-0.019,-0.000,-0.317,-0.001,0.018
2012-03-29,-0.002,-0.007,-0.003,0.1,0.110,1,0.500,0.000,0.000,-0.000,-0.093,0.002,0.629,0.001,0.032,-0.000,0.259,-0.001,0.022
2012-03-30,0.004,0.002,-0.001,0,-0.179,-1,0.383,0.001,-0.167,0.001,0.084,-0.002,0.397,0.000,-0.044,-0.001,0.145,-0.001,0.025
2012-04-02,0.007,0.011,0.003,0.2,0.120,-1,0.350,0.002,0.000,0.002,0.087,-0.000,0.277,0.000,-0.058,-0.002,-0.004,-0.001,0.024
2012-04-03,-0.004,0.003,0.002,0.5,0.027,-1,0.350,0.001,0.000,0.001,-0.082,-0.004,-0.481,-0.001,-0.032,0.007,0.836,0.001,-0.044
2012-04-04,-0.010,-0.014,-0.002,0.2,-0.057,-1,0.250,0.000,0.000,-0.002,-0.084,0.003,0.086,0.000,0.036,0.005,-0.074,0.002,-0.042
2012-04-05,-0.001,-0.010,-0.005,0,-0.064,-1,0.167,-0.001,-0.167,-0.001,-0.086,0.002,-0.180,0.001,0.029,0.003,-0.402,0.002,-0.026
2012-04-09,-0.011,-0.012,-0.007,0,-0.072,1,0.150,-0.002,0.000,-0.004,-0.087,0.003,0.362,0.001,0.038,-0.003,0.176,0.001,0.032
2012-04-10,-0.017,-0.028,-0.010,0,0.845,1,0.150,-0.003,0.167,-0.007,-0.176,0.003,0.036,0.001,0.038,0.001,0.014,0.001,-0.031
2012-04-11,0.008,-0.009,-0.007,0,-0.345,-1,0.117,-0.005,0.000,-0.003,0.140,-0.001,-0.159,0.001,-0.031,-0.001,-0.418,0.000,0.019
2012-04-12,0.013,0.021,0.001,0.2,0.001,-1,0.067,-0.005,0.000,0.000,0.123,0.000,-0.139,0.001,0.027,-0.007,0.732,-0.001,0.032
2012-04-13,-0.012,0.001,0.003,0.4,0.097,1,0.100,-0.004,0.167,-0.002,-0.120,0.003,1.835,0.001,0.075,0.008,-0.044,0.001,-0.029
2012-04-16,-0.001,-0.013,-0.000,0.2,-0.127,-1,0.133,-0.003,0.000,-0.002,-0.119,0.000,-0.502,0.001,0.000,-0.004,-0.041,-0.000,0.029
2012-04-17,0.015,0.014,0.001,0.2,0.000,-1,0.167,-0.002,-0.167,0.002,0.135,-0.000,-0.322,0.001,-0.024,-0.000,-0.486,-0.000,0.015
2012-04-18,-0.003,0.011,0.004,0.5,-0.162,1,0.250,0.000,0.000,0.001,-0.100,0.001,-0.134,0.001,0.021,0.000,0.519,-0.000,0.000
2012-04-19,-0.006,-0.010,0.002,0.5,0.604,-1,0.333,0.002,0.000,-0.001,-0.178,-0.000,-0.085,0.001,-0.019,-0.000,0.016,-0.000,0.022
2012-04-20,0.002,-0.005,-0.002,0.3,-0.279,1,0.350,0.001,0.167,-0.000,0.156,-0.000,-0.107,0.000,-0.017,-0.005,0.452,-0.001,0.031
2012-04-23,-0.008,-0.007,-0.004,0.4,0.200,1,0.350,0.000,0.000,-0.002,-0.162,0.001,0.423,0.001,0.025,0.003,-0.486,-0.000,-0.016
2012-04-24,0.004,-0.005,-0.001,0.3,-0.200,1,0.367,0.000,0.167,-0.001,0.154,-0.001,0.309,0.000,-0.031,-0.003,-0.463,-0.001,0.009
2012-04-25,0.014,0.018,0.003,0.5,0.093,1,0.417,0.000,0.167,0.003,0.146,-0.000,-0.181,0.000,-0.027,-0.002,0.924,-0.001,0.016
2012-04-26,0.007,0.021,0.008,1,-0.093,-1,0.500,0.001,-0.167,0.004,0.116,0.001,-0.170,0.000,0.023,-0.001,0.099,-0.001,0.018
2012-04-27,0.002,0.009,0.008,1,-0.041,1,0.583,0.002,0.167,0.003,0.099,0.001,0.185,0.001,0.026,-0.002,1.028,-0.001,0.035
2012-04-30,-0.004,-0.002,0.002,1,-0.120,-1,0.700,0.003,-0.167,0.002,-0.080,0.001,0.025,0.001,0.026,-0.000,-0.721,-0.001,0.009
2012-05-01,0.006,0.002,0.001,0.8,0.206,-1,0.767,0.003,-0.167,0.003,0.104,-0.001,1.185,0.000,-0.056,0.001,0.170,-0.001,-0.011
2012-05-02,-0.003,0.003,-0.000,1,-0.128,-1,0.883,0.004,-0.167,0.001,-0.082,0.002,-0.615,0.001,0.023,0.003,0.299,0.000,-0.014
2012-05-03,-0.008,-0.011,-0.002,0.9,0.187,1,0.950,0.003,-0.167,-0.001,-0.107,0.001,0.638,0.001,0.037,0.001,-0.329,0.000,-0.010
2012-05-04,-0.016,-0.024,-0.009,0.5,0.349,-1,0.867,0.000,0.000,-0.004,-0.161,0.001,-0.497,0.001,0.018,0.004,0.918,0.001,-0.019
2012-05-07,0.001,-0.015,-0.008,0,-0.341,-1,0.700,-0.003,-0.167,-0.003,0.127,-0.000,0.656,0.001,-0.029,0.001,-0.477,0.001,-0.010
2012-05-08,-0.004,-0.003,-0.006,0,0.670,1,0.533,-0.004,0.000,-0.003,-0.188,0.001,-0.274,0.001,0.022,0.002,2.040,0.001,-0.031
2012-05-09,-0.006,-0.010,-0.003,0,0.035,-1,0.400,-0.005,0.000,-0.004,-0.239,-0.001,1.095,0.000,-0.044,0.004,0.440,0.002,-0.046
2012-05-10,0.002,-0.004,-0.003,0,-0.318,-1,0.233,-0.005,0.000,-0.003,0.214,-0.001,0.035,0.000,-0.048,0.001,-0.641,0.002,-0.017
2012-05-11,-0.003,-0.001,-0.002,0.1,0.016,-1,0.100,-0.005,0.000,-0.003,-0.179,0.001,0.051,0.000,0.053,0.002,-0.120,0.002,-0.016
2012-05-14,-0.011,-0.014,-0.004,0,0.071,-1,0.017,-0.004,0.000,-0.004,-0.234,0.002,-0.562,0.001,0.022,0.004,2.523,0.002,-0.056
2012-05-15,-0.006,-0.017,-0.007,0,0.267,-1,0.017,-0.004,0.000,-0.005,-0.387,0.000,0.934,0.000,0.042,0.008,1.297,0.004,-0.136
2012-05-16,-0.004,-0.010,-0.007,0,-0.002,-1,0.017,-0.004,0.000,-0.005,-0.629,-0.001,-0.067,0.000,-0.037,0.002,-0.645,0.003,-0.056
2012-05-17,-0.015,-0.019,-0.008,0,0.196,1,0.017,-0.005,0.167,-0.007,-2.032,0.001,0.094,0.000,0.042,-0.001,0.239,0.002,0.074
2012-05-18,-0.009,-0.023,-0.009,0,0.289,1,0.017,-0.006,0.000,-0.007,2.537,-0.001,-0.306,0.000,-0.028,-0.004,-0.179,0.001,0.056
2012-05-21,0.017,0.008,-0.002,0,-0.444,1,0.000,-0.006,0.000,-0.002,-0.399,0.000,1.188,0.000,0.064,-0.003,-0.291,0.000,0.038
2012-05-22,0.002,0.019,0.003,0.4,0.111,1,0.067,-0.005,0.000,-0.001,-0.738,-0.002,-0.301,-0.000,-0.042,0.010,1.672,0.002,-0.097
2012-05-23,0.001,0.002,0.007,0.5,0.038,-1,0.150,-0.003,0.000,-0.001,-2.920,0.001,-0.235,-0.000,0.033,0.004,-0.508,0.003,-0.053
2012-05-24,0.002,0.002,0.002,0.7,-0.183,1,0.267,-0.001,0.167,-0.000,1.242,-0.001,-0.294,-0.000,-0.023,0.004,-0.257,0.003,-0.042
2012-05-25,-0.003,-0.001,0.000,0.7,-0.191,-1,0.383,0.000,-0.167,-0.001,-0.448,0.001,-0.141,-0.000,0.020,0.001,0.102,0.003,-0.048
2012-05-29,0.012,0.009,0.004,0.7,0.129,-1,0.500,0.002,0.000,0.002,0.917,0.000,0.830,-0.000,0.000,-0.001,1.482,0.002,0.125
2012-05-30,-0.015,-0.003,-0.002,1,0.062,-1,0.667,0.002,0.000,-0.002,-0.508,0.004,-0.487,0.001,0.018,0.008,-0.532,0.003,-0.052
2012-05-31,-0.002,-0.017,-0.002,0.7,0.208,1,0.717,0.002,0.000,-0.002,-1.248,0.002,1.103,0.001,0.038,0.000,0.327,0.002,-0.073
2012-06-01,-0.025,-0.027,-0.014,0.7,0.291,1,0.750,-0.002,0.167,-0.007,6.489,0.004,0.136,0.002,0.042,-0.003,0.360,0.001,0.106
2012-06-04,-0.000,-0.026,-0.009,0.3,-0.200,1,0.683,-0.004,0.000,-0.005,0.693,-0.002,0.026,0.001,-0.041,-0.004,-0.452,0.000,0.053
2012-06-05,0.008,0.007,-0.006,0.3,-0.190,1,0.617,-0.005,0.000,-0.002,-0.332,-0.002,0.217,0.000,-0.052,0.004,-0.489,0.001,-0.026
2012-06-06,0.022,0.030,0.010,0.5,0.122,1,0.583,-0.004,0.000,0.003,-0.557,-0.002,0.704,-0.000,-0.094,-0.008,1.768,-0.001,0.073
2012-06-07,0.001,0.023,0.010,1,0.003,-1,0.583,-0.002,0.000,0.003,-1.262,0.000,-0.340,-0.000,0.068,0.001,-0.356,-0.001,-0.044
2012-06-08,0.008,0.009,0.010,1,-0.221,1,0.633,0.000,0.167,0.004,3.756,0.001,-0.324,0.000,0.043,0.003,-0.358,0.000,-0.029
2012-06-11,-0.013,-0.005,-0.001,1,0.180,-1,0.683,0.002,-0.167,0.000,-0.932,0.001,-0.252,0.000,0.031,0.001,-0.434,0.000,-0.017
2012-06-12,0.011,-0.001,0.002,0.7,0.072,1,0.750,0.004,0.000,0.002,14.585,-0.002,0.016,-0.000,-0.030,-0.004,0.698,-0.001,0.030
2012-06-13,-0.006,0.005,-0.003,1,-0.053,1,0.867,0.005,0.167,0.001,-0.886,0.002,0.015,0.000,0.032,-0.003,0.396,-0.001,0.040
2012-06-14,0.011,0.004,0.005,0.9,0.339,1,0.933,0.004,0.167,0.003,10.396,-0.001,-0.407,-0.000,-0.018,-0.004,-0.313,-0.002,0.026
2012-06-15,0.010,0.021,0.005,1,-0.265,1,0.933,0.003,0.167,0.004,0.670,0.002,0.104,0.000,0.021,-0.004,0.760,-0.002,0.045
2012-06-18,0.002,0.012,0.008,1,-0.225,-1,0.933,0.003,-0.167,0.004,0.311,0.000,0.066,0.000,0.022,0.004,-0.347,-0.001,-0.028
2012-06-19,0.010,0.012,0.007,1,0.046,-1,0.933,0.004,0.000,0.005,0.248,-0.001,0.074,0.000,-0.023,-0.008,1.347,-0.002,0.068
2012-06-20,-0.002,0.008,0.003,1,0.503,1,0.983,0.004,0.000,0.004,-0.299,-0.002,0.402,-0.000,-0.032,0.001,-0.456,-0.002,-0.035
2012-06-21,-0.022,-0.024,-0.005,1,-0.006,-1,0.983,0.004,-0.167,-0.002,-0.424,0.002,-0.237,0.000,0.026,0.011,0.383,0.001,-0.050
2012-06-22,0.008,-0.015,-0.005,0.6,-0.367,1,0.933,0.002,0.000,0.000,0.466,-0.002,1.282,-0.000,-0.057,-0.002,-0.543,0.000,0.024
2012-06-25,-0.016,-0.008,-0.010,0.7,0.126,1,0.883,-0.000,0.000,-0.003,-0.358,0.003,-0.464,0.000,0.032,0.003,0.471,0.001,-0.035
2012-06-26,0.005,-0.011,-0.001,0,-0.032,-1,0.717,-0.002,0.000,-0.002,0.539,-0.001,-0.019,0.000,-0.031,-0.002,-0.582,0.000,0.015
2012-06-27,0.009,0.014,-0.001,0.2,-0.237,1,0.583,-0.003,0.167,0.001,0.267,0.001,-0.426,0.000,0.018,0.003,0.135,0.001,-0.017
2012-06-28,-0.003,0.006,0.004,0.4,0.566,1,0.483,-0.003,0.000,-0.000,-0.330,0.001,0.369,0.000,0.025,0.001,1.076,0.001,-0.035
2012-06-29,0.025,0.022,0.010,0.3,0.254,1,0.367,-0.001,0.167,0.006,0.618,-0.001,1.232,0.000,-0.053,-0.014,0.716,-0.002,0.063
2012-07-02,0.003,0.028,0.008,1,-0.390,-1,0.433,0.002,-0.167,0.005,0.233,0.002,-0.392,0.001,-0.034,0.002,-0.185,-0.001,-0.048
2012-07-03,0.007,0.010,0.012,1,-0.379,-1,0.483,0.005,-0.167,0.005,0.117,-0.001,0.392,0.000,-0.049,-0.001,-0.751,-0.001,0.013
2012-07-05,-0.005,0.002,0.002,1,0.568,-1,0.650,0.006,0.000,0.003,-0.165,0.003,-0.259,0.001,0.039,0.013,1.452,0.002,-0.031
2012-07-06,-0.010,-0.014,-0.003,0.9,0.198,-1,0.767,0.006,-0.167,0.000,-0.236,0.001,-0.329,0.001,0.025,0.007,0.354,0.003,-0.043
2012-07-09,-0.001,-0.011,-0.005,0.6,-0.314,1,0.800,0.004,-0.167,-0.000,-0.213,0.002,-0.071,0.001,0.023,-0.003,-0.384,0.002,0.027
2012-07-10,-0.009,-0.010,-0.007,0.6,0.618,-1,0.850,0.001,-0.167,-0.002,-0.437,0.001,-0.011,0.001,0.022,0.003,-0.040,0.002,-0.026
2012-07-11,0.000,-0.009,-0.003,0.3,-0.156,1,0.733,-0.001,0.167,-0.002,0.654,-0.001,0.715,0.001,-0.037,0.001,0.079,0.002,-0.028
2012-07-12,-0.005,-0.005,-0.005,0.3,0.013,-1,0.617,-0.003,0.000,-0.002,-0.401,0.002,0.491,0.001,0.057,0.002,2.606,0.002,-0.105
2012-07-13,0.017,0.012,0.004,0.2,-0.097,1,0.483,-0.003,0.167,0.002,0.604,0.000,-0.652,0.001,0.019,-0.004,-0.359,0.001,0.076
2012-07-16,-0.002,0.014,0.003,0.6,-0.248,1,0.433,-0.002,0.167,0.001,-0.283,0.001,1.680,0.001,0.049,-0.003,-0.612,-0.000,0.027
2012-07-17,0.007,0.004,0.007,0.5,0.424,1,0.417,-0.000,0.167,0.002,0.563,-0.000,-0.445,0.001,-0.026,-0.001,1.916,-0.000,0.077
2012-07-18,0.007,0.014,0.004,0.7,-0.184,-1,0.433,0.002,0.000,0.003,0.294,0.002,-0.398,0.001,0.016,-0.001,-0.716,-0.001,0.020
2012-07-19,0.003,0.010,0.006,0.9,0.146,-1,0.533,0.003,-0.167,0.003,0.260,-0.000,0.370,0.001,-0.022,-0.000,0.227,-0.000,0.025
2012-07-20,-0.009,-0.007,0.000,1,0.101,-1,0.650,0.004,0.000,0.001,-0.227,0.002,0.020,0.001,0.023,0.007,1.207,0.001,-0.053
2012-07-23,-0.010,-0.019,-0.005,0.6,0.016,1,0.717,0.003,-0.167,-0.002,-0.299,0.000,0.035,0.001,0.023,0.001,-0.224,0.001,-0.043
2012-07-24,-0.009,-0.019,-0.009,0.2,0.193,1,0.650,0.001,0.000,-0.003,-0.509,0.001,-0.185,0.001,0.018,0.004,0.617,0.002,-0.073
2012-07-25,0.000,-0.008,-0.006,0,-0.255,1,0.567,-0.002,0.000,-0.003,0.771,0.001,-0.350,0.001,0.012,-0.005,-0.692,0.000,0.024
2012-07-26,0.016,0.017,0.002,0,0.212,1,0.450,-0.002,0.000,0.002,0.528,-0.001,0.454,0.000,-0.017,-0.010,0.927,-0.002,0.046
2012-07-27,0.018,0.035,0.011,0.5,0.513,-1,0.383,-0.001,0.000,0.005,0.523,-0.004,0.362,-0.001,-0.023,-0.000,0.097,-0.002,0.048
2012-07-30,0.000,0.018,0.011,1,-0.549,-1,0.383,0.001,0.000,0.004,0.000,0.002,0.852,0.000,0.044,0.001,-0.415,-0.001,-0.027
2012-07-31,-0.007,-0.007,0.004,1,0.129,-1,0.450,0.002,0.000,0.002,-0.175,0.001,-0.574,0.000,0.018,-0.003,-0.095,-0.001,0.025
2012-08-01,-0.001,-0.008,-0.003,0.7,0.147,1,0.533,0.003,0.000,0.001,-0.243,-0.001,1.103,-0.000,-0.037,0.007,0.598,0.000,-0.039
2012-08-02,-0.007,-0.008,-0.005,0.7,0.443,1,0.650,0.003,0.000,-0.001,-0.463,0.002,-0.433,0.000,0.022,0.002,-0.356,0.001,-0.026
2012-08-03,0.020,0.013,0.004,0.5,-0.209,1,0.733,0.004,0.167,0.004,0.682,-0.004,1.132,-0.001,-0.045,-0.012,0.465,-0.002,0.039
2012-08-06,0.002,0.022,0.005,1,-0.453,1,0.817,0.003,0.167,0.003,0.222,0.001,-0.356,-0.000,0.031,-0.001,0.045,-0.002,0.039
2012-08-07,0.005,0.007,0.009,1,0.269,1,0.817,0.002,0.167,0.004,0.230,-0.003,0.419,-0.001,-0.042,0.000,0.150,-0.001,0.000
2012-08-08,0.001,0.006,0.003,1,-0.181,1,0.817,0.002,0.167,0.003,0.153,-0.000,-0.459,-0.001,-0.024,0.002,-0.407,-0.001,-0.026
2012-08-09,0.001,0.002,0.002,1,0.006,1,0.867,0.003,-0.167,0.003,0.134,-0.001,0.768,-0.001,-0.043,0.004,0.263,0.000,-0.033
2012-08-10,0.002,0.002,0.001,1,0.105,1,0.917,0.004,-0.167,0.003,0.130,0.001,-0.464,-0.000,0.024,-0.002,-0.570,-0.000,0.015
2012-08-13,-0.000,0.001,0.001,1,-0.204,1,1.000,0.004,-0.167,0.002,-0.092,0.000,0.015,-0.000,0.024,-0.001,0.950,-0.000,0.029
2012-08-14,0.000,-0.000,0.001,1,0.289,1,1.000,0.003,-0.167,0.002,0.130,-0.002,0.228,-0.001,-0.029,0.000,0.280,-0.000,-0.036
2012-08-15,0.001,0.001,0.000,1,-0.306,1,1.000,0.001,-0.167,0.001,0.080,-0.004,-0.303,-0.001,-0.021,0.003,-0.682,0.000,-0.012
2012-08-16,0.007,0.009,0.003,1,0.576,1,1.000,0.001,-0.167,0.003,0.117,-0.001,-0.073,-0.001,-0.020,-0.004,0.207,-0.001,0.014
2012-08-17,0.001,0.009,0.003,1,-0.189,-1,1.000,0.002,0.000,0.002,0.085,0.002,0.104,-0.001,0.022,0.002,1.001,0.000,-0.028
2012-08-20,0.000,0.001,0.003,1,-0.138,1,1.000,0.002,0.000,0.002,0.067,-0.000,-0.073,-0.000,-0.020,-0.001,-0.630,-0.000,0.011
2012-08-21,-0.003,-0.003,-0.001,1,0.349,-1,1.000,0.002,0.000,0.001,-0.085,0.002,-0.107,0.000,0.018,-0.007,3.582,-0.002,0.049
2012-08-22,0.000,-0.003,-0.001,0.8,0.262,1,0.967,0.001,0.167,0.001,0.117,0.004,0.879,0.001,0.034,-0.005,-0.431,-0.002,0.026
2012-08-23,-0.008,-0.008,-0.004,0.6,-0.163,1,0.900,0.001,0.167,-0.001,-0.088,0.000,-0.095,0.001,0.029,-0.002,1.514,-0.002,0.065
2012-08-24,0.006,-0.002,-0.001,0,-0.108,-1,0.733,-0.000,0.167,0.000,0.086,0.000,2.434,0.001,0.000,0.003,-0.488,-0.001,-0.031
2012-08-27,0.000,0.006,-0.001,0.3,-0.309,1,0.617,-0.001,0.167,0.000,0.055,0.002,-0.815,0.001,0.018,0.001,-0.509,-0.001,-0.016
2012-08-28,-0.001,-0.001,0.002,0.3,0.100,-1,0.500,-0.001,0.000,-0.000,-0.057,0.000,0.512,0.001,0.027,-0.004,0.006,-0.001,0.016
2012-08-29,0.001,-0.000,0.000,0.3,-0.136,1,0.383,-0.001,0.167,0.000,0.052,-0.001,-0.211,0.000,-0.021,0.002,0.469,-0.001,-0.023
2012-08-30,-0.007,-0.006,-0.002,0.3,0.476,-1,0.300,-0.001,0.000,-0.001,-0.073,0.001,-0.328,0.000,0.014,0.002,-0.109,-0.000,-0.021
2012-08-31,0.005,-0.002,-0.000,0,0.573,-1,0.200,-0.000,0.000,0.000,0.125,0.004,1.053,0.001,0.029,-0.006,1.674,-0.001,0.058
2012-09-04,-0.001,0.004,-0.001,0.2,-0.209,1,0.233,-0.000,0.000,-0.000,-0.088,-0.001,0.765,0.001,-0.049,0.001,-0.767,-0.001,-0.013
2012-09-05,-0.001,-0.002,0.001,0.2,-0.163,1,0.217,0.000,0.000,-0.000,-0.081,0.000,-0.495,0.001,0.000,-0.001,0.402,-0.001,0.018
2012-09-06,0.020,0.019,0.006,0.1,0.572,-1,0.183,0.001,0.000,0.004,0.138,-0.002,1.240,0.000,-0.059,-0.003,0.842,-0.001,0.033
2012-09-07,0.004,0.024,0.008,0.9,-0.322,1,0.283,0.002,0.000,0.004,0.082,0.000,-0.605,0.000,0.000,-0.011,3.095,-0.003,0.130
2012-09-10,-0.006,-0.002,0.006,1,-0.194,1,0.400,0.003,0.000,0.002,-0.061,0.000,0.067,0.000,0.026,0.003,-0.852,-0.002,-0.017
2012-09-11,0.003,-0.003,0.000,0.6,0.027,1,0.500,0.003,0.000,0.002,0.067,-0.001,-0.079,-0.000,-0.024,-0.008,1.546,-0.003,0.044
2012-09-12,0.003,0.006,0.000,0.7,-0.013,1,0.583,0.004,-0.167,0.002,0.062,-0.001,-0.114,-0.000,-0.021,-0.001,-0.115,-0.003,0.037
2012-09-13,0.015,0.019,0.007,0.8,1.573,-1,0.683,0.005,-0.167,0.005,0.150,0.002,0.670,0.000,0.037,-0.006,1.509,-0.004,0.091
2012-09-14,0.004,0.020,0.007,1,-0.247,-1,0.833,0.005,0.000,0.005,0.098,-0.005,0.576,-0.001,-0.056,-0.005,-0.032,-0.004,0.080
2012-09-17,-0.003,0.001,0.005,1,-0.297,1,0.850,0.004,-0.167,0.003,-0.063,0.001,-0.599,-0.001,0.024,0.001,-0.462,-0.003,-0.040
2012-09-18,-0.001,-0.004,0.000,0.8,-0.177,1,0.817,0.003,-0.167,0.002,-0.055,0.001,3.042,-0.000,0.093,0.003,-0.415,-0.002,-0.024
2012-09-19,0.001,-0.000,-0.001,0.8,0.305,1,0.850,0.003,-0.167,0.002,0.076,0.001,-0.671,0.000,0.028,-0.003,-0.436,-0.002,0.014
2012-09-20,0.000,0.001,0.000,0.8,0.200,-1,0.867,0.003,0.000,0.002,0.085,0.000,-0.163,0.000,0.023,0.005,0.474,-0.000,-0.021
2012-09-21,-0.000,-0.000,0.000,0.8,-0.294,-1,0.867,0.002,0.000,0.001,-0.055,0.001,0.333,0.000,0.030,-0.001,-0.401,-0.000,0.013
2012-09-24,-0.002,-0.002,-0.001,0.5,-0.120,-1,0.783,0.001,0.000,0.000,-0.052,0.001,0.342,0.000,0.039,0.002,0.127,0.000,-0.014
2012-09-25,-0.011,-0.012,-0.004,0.4,0.392,1,0.683,-0.001,0.167,-0.002,-0.076,0.002,-0.272,0.001,0.027,0.002,-0.245,0.001,-0.011
2012-09-26,-0.006,-0.016,-0.006,0,0.100,-1,0.550,-0.002,0.000,-0.003,-0.090,0.002,0.008,0.001,0.027,0.002,0.899,0.001,-0.021
2012-09-27,0.009,0.004,-0.003,0,-0.237,1,0.417,-0.002,0.167,-0.000,0.076,-0.001,-0.227,0.001,-0.020,-0.003,-0.038,-0.000,0.020
2012-09-28,-0.005,0.005,-0.001,0.2,0.348,1,0.317,-0.003,0.167,-0.001,-0.095,0.001,0.481,0.001,0.030,0.005,-0.360,0.001,-0.013
2012-10-01,0.003,-0.002,0.002,0.1,-0.098,1,0.200,-0.002,0.167,-0.000,0.094,0.001,-0.303,0.001,-0.021,-0.002,2.659,0.000,0.047
2012-10-02,0.001,0.004,-0.000,0.2,-0.165,1,0.150,-0.002,0.167,-0.000,0.072,0.000,-0.225,0.001,0.000,-0.001,-0.725,0.000,0.012
2012-10-03,0.004,0.005,0.003,0.2,0.069,1,0.117,-0.001,-0.167,0.001,0.072,-0.000,1.114,0.000,-0.034,0.003,-0.031,0.001,-0.012
2012-10-04,0.007,0.011,0.004,0.3,0.025,-1,0.167,0.001,0.000,0.002,0.069,-0.002,-0.591,-0.000,-0.015,-0.007,0.381,-0.001,0.016
2012-10-05,0.000,0.007,0.004,0.6,0.004,-1,0.267,0.002,-0.167,0.002,0.064,-0.001,-0.002,-0.000,-0.015,0.000,0.177,-0.001,0.000
2012-10-08,-0.003,-0.003,0.001,0.6,-0.372,-1,0.333,0.002,-0.167,0.001,-0.038,0.001,-0.115,-0.000,0.013,0.002,-0.637,-0.000,-0.007
2012-10-09,-0.010,-0.013,-0.004,0.4,0.899,1,0.383,0.001,-0.167,-0.002,-0.075,-0.002,0.891,-0.000,-0.025,0.006,2.289,0.001,-0.023
2012-10-10,-0.006,-0.016,-0.006,0.1,-0.165,-1,0.367,0.000,-0.167,-0.003,-0.068,0.002,-0.432,0.000,0.014,-0.002,-0.422,0.001,0.014
2012-10-11,0.001,-0.006,-0.005,0,-0.005,1,0.333,-0.001,0.167,-0.002,0.072,0.001,0.298,0.000,0.018,-0.002,-0.241,-0.000,0.010
2012-10-12,-0.003,-0.003,-0.003,0,0.005,1,0.283,-0.002,0.167,-0.002,-0.068,0.001,1.925,0.000,0.053,-0.001,-0.151,-0.000,0.009
2012-10-15,0.008,0.005,0.002,0,-0.133,1,0.183,-0.003,0.167,0.000,0.063,-0.000,-0.666,0.000,-0.017,0.000,-0.075,-0.000,-0.008
2012-10-16,0.010,0.019,0.005,0.4,0.010,-1,0.150,-0.002,0.000,0.002,0.060,-0.002,0.629,-0.000,-0.028,-0.004,0.398,-0.001,0.011
2012-10-17,0.005,0.015,0.008,0.8,0.184,-1,0.217,0.000,0.000,0.003,0.067,-0.002,3.311,-0.001,-0.123,-0.005,1.170,-0.002,0.024
